Order_Number,Product_ID,Product_Name,Category,Quantity,Unit_Price,Line_Total
O703870,P1018,Bone Meal Organic,Soil & Fertilizer,1,10.82,10.82
O703870,P1114,Grape Pro,Fruit Plants,2,29.91,59.82
O703871,P1016,Tomato Pro,Vegetable Seeds,1,8.48,8.48
O703872,P1035,Marigold Starter,Flower Seeds,1,5.69,5.69
O703872,P1045,Lavender Pro,Perennials,1,22.34,22.34
O703873,P1034,Tomato Feed Classic,Soil & Fertilizer,2,14.63,29.26
O703873,P1243,Coneflower Starter,Perennials,4,19.11,76.44
O703873,P1135,Floribunda Rose Organic,Roses,1,49.16,49.16
O703874,P1199,Wildflower Collection,Flower Seeds,2,4.5,9.0
O703874,P1269,Floribunda Rose Collection,Roses,1,23.2,23.2
O703875,P1044,Tomato Feed Premium,Soil & Fertilizer,2,28.88,57.76
O703875,P1084,Hosta Starter,Perennials,1,19.37,19.37
O703875,P1146,Zinnia Classic,Flower Seeds,1,6.66,6.66
O703875,P1071,Kale Mix,Vegetable Seeds,1,8.06,8.06
O703875,P1048,Lavender Pro,Perennials,2,14.44,28.88
O703876,P1026,Hosta Organic,Perennials,3,21.37,64.11
O703876,P1254,Gloves Pro,Garden Tools,1,18.64,18.64
O703877,P1269,Floribunda Rose Collection,Roses,1,23.2,23.2
O703878,P1285,Cucumber Starter,Vegetable Seeds,1,3.72,3.72
O703878,P1270,Pruner Pro,Garden Tools,1,27.51,27.51
O703879,P1265,Pruner Collection,Garden Tools,2,36.29,72.58
O703880,P1162,Aster Collection,Flower Seeds,1,5.93,5.93
O703880,P1083,Pruner Starter,Garden Tools,4,16.99,67.96
O703880,P1154,Pruner Heirloom,Garden Tools,1,34.89,34.89
O703880,P1114,Grape Pro,Fruit Plants,2,29.91,59.82
O703880,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O703881,P1142,Pepper Classic,Vegetable Seeds,4,5.78,23.12
O703881,P1041,Strawberry Classic,Fruit Plants,1,33.99,33.99
O703881,P1138,Herb Kit Organic,Indoor Growing,1,72.52,72.52
O703881,P1084,Hosta Starter,Perennials,1,19.37,19.37
O703881,P1114,Grape Pro,Fruit Plants,3,29.91,89.73
O703882,P1037,Seed Starter Mix Premium,Soil & Fertilizer,3,12.55,37.65
O703883,P1252,Coneflower Organic,Perennials,3,24.5,73.5
O703884,P1264,Bone Meal Heirloom,Soil & Fertilizer,1,12.22,12.22
O703884,P1024,Cucumber Heirloom,Vegetable Seeds,1,4.5,4.5
O703884,P1073,Bone Meal Heirloom,Soil & Fertilizer,1,14.24,14.24
O703884,P1052,Organic Fertilizer Mix,Soil & Fertilizer,2,7.87,15.74
O703885,P1260,Pepper Classic,Vegetable Seeds,1,7.54,7.54
O703886,P1071,Kale Mix,Vegetable Seeds,1,8.06,8.06
O703886,P1158,Compost Booster Classic,Soil & Fertilizer,1,27.84,27.84
O703886,P1050,Zinnia Collection,Flower Seeds,2,5.06,10.12
O703886,P1088,Neem Oil Starter,Pest Control,2,14.56,29.12
O703886,P1211,Poppy Mix,Flower Seeds,1,8.99,8.99
O703887,P1283,Blueberry Pro,Fruit Plants,1,22.98,22.98
O703888,P1222,Neem Oil Heirloom,Pest Control,3,10.41,31.23
O703888,P1239,Slug Control Collection,Pest Control,1,9.56,9.56
O703889,P1176,Herb Kit Collection,Indoor Growing,2,113.21,226.42
O703890,P1040,Sunflower Starter,Flower Seeds,1,3.57,3.57
O703891,P1254,Gloves Pro,Garden Tools,1,18.64,18.64
O703891,P1218,Watering Wand Classic,Garden Tools,1,19.27,19.27
O703892,P1163,Metal Raised Bed Pro,Raised Beds,1,50.86,50.86
O703892,P1140,Knock Out Rose Starter,Roses,2,24.74,49.48
O703893,P1078,Zucchini Heirloom,Vegetable Seeds,1,3.15,3.15
O703893,P1109,Microgreen Tray Heirloom,Indoor Growing,1,35.08,35.08
O703893,P1258,Pepper Organic,Vegetable Seeds,1,7.76,7.76
O703894,P1241,Pepper Starter,Vegetable Seeds,1,6.21,6.21
O703895,P1177,Climbing Rose Classic,Roses,2,19.08,38.16
O703895,P1203,Cedar Raised Bed Mix,Raised Beds,3,193.19,579.57
O703895,P1002,Cucumber Collection,Vegetable Seeds,1,6.54,6.54
O703896,P1071,Kale Mix,Vegetable Seeds,4,8.06,32.24
O703897,P1126,Compost Booster Pro,Soil & Fertilizer,2,19.48,38.96
O703898,P1280,Seed Tray Premium,Garden Tools,3,27.36,82.08
O703898,P1080,Japanese Beetle Trap Classic,Pest Control,3,16.24,48.72
O703898,P1275,Neem Oil Classic,Pest Control,1,24.0,24.0
O703899,P1178,Blueberry Premium,Fruit Plants,2,34.39,68.78
O703900,P1005,Slug Control Classic,Pest Control,1,19.44,19.44
O703901,P1087,Organic Fertilizer Heirloom,Soil & Fertilizer,2,17.67,35.34
O703901,P1227,Humidity Dome Heirloom,Indoor Growing,2,74.7,149.4
O703901,P1161,Microgreen Tray Mix,Indoor Growing,1,45.34,45.34
O703901,P1134,Carrot Heirloom,Vegetable Seeds,1,3.66,3.66
O703902,P1087,Organic Fertilizer Heirloom,Soil & Fertilizer,1,17.67,17.67
O703903,P1001,Blackberry Pro,Fruit Plants,1,17.76,17.76
O703903,P1160,Lettuce Starter,Vegetable Seeds,1,7.61,7.61
O703903,P1069,Pepper Organic,Vegetable Seeds,2,7.76,15.52
O703904,P1004,Seed Tray Classic,Garden Tools,4,17.7,70.8
O703905,P1230,Wildflower Pro,Flower Seeds,2,3.72,7.44
O703906,P1021,Knock Out Rose Collection,Roses,2,40.63,81.26
O703906,P1060,Watering Wand Classic,Garden Tools,1,27.54,27.54
O703906,P1198,Compost Booster Classic,Soil & Fertilizer,1,26.34,26.34
O703906,P1186,Pruner Pro,Garden Tools,1,16.82,16.82
O703907,P1014,Strawberry Heirloom,Fruit Plants,3,28.11,84.33
O703908,P1104,Metal Raised Bed Mix,Raised Beds,1,135.59,135.59
O703908,P1008,Raspberry Starter,Fruit Plants,1,16.02,16.02
O703909,P1127,Climbing Rose Mix,Roses,1,44.86,44.86
O703909,P1101,Climbing Rose Pro,Roses,2,45.51,91.02
O703909,P1149,Hosta Premium,Perennials,2,12.53,25.06
O703909,P1177,Climbing Rose Classic,Roses,1,19.08,19.08
O703910,P1093,Poppy Premium,Flower Seeds,1,4.63,4.63
O703910,P1274,Tomato Heirloom,Vegetable Seeds,1,4.55,4.55
O703911,P1101,Climbing Rose Pro,Roses,2,45.51,91.02
O703912,P1065,Gloves Collection,Garden Tools,1,20.79,20.79
O703913,P1212,Organic Fertilizer Starter,Soil & Fertilizer,1,25.01,25.01
O703913,P1091,Compost Booster Collection,Soil & Fertilizer,2,28.35,56.7
O703913,P1015,Grow Bag Organic,Raised Beds,1,77.07,77.07
O703913,P1277,Gloves Pro,Garden Tools,3,13.97,41.91
O703913,P1117,Seed Tray Classic,Garden Tools,2,6.1,12.2
O703914,P1123,Carrot Starter,Vegetable Seeds,1,6.7,6.7
O703915,P1054,Zinnia Heirloom,Flower Seeds,2,3.2,6.4
O703915,P1257,Zucchini Mix,Vegetable Seeds,1,4.47,4.47
O703916,P1199,Wildflower Collection,Flower Seeds,4,4.5,18.0
O703916,P1053,Deer Repellent Classic,Pest Control,2,20.77,41.54
O703916,P1266,Cucumber Classic,Vegetable Seeds,3,4.13,12.39
O703917,P1053,Deer Repellent Classic,Pest Control,1,20.77,20.77
O703917,P1054,Zinnia Heirloom,Flower Seeds,1,3.2,3.2
O703918,P1140,Knock Out Rose Starter,Roses,1,24.74,24.74
O703918,P1041,Strawberry Classic,Fruit Plants,1,33.99,33.99
O703918,P1035,Marigold Starter,Flower Seeds,1,5.69,5.69
O703918,P1234,Organic Fertilizer Pro,Soil & Fertilizer,2,19.45,38.9
O703919,P1099,Daylily Classic,Perennials,1,21.01,21.01
O703920,P1198,Compost Booster Classic,Soil & Fertilizer,2,26.34,52.68
O703921,P1165,Poppy Mix,Flower Seeds,1,4.45,4.45
O703922,P1279,Deer Repellent Mix,Pest Control,1,18.85,18.85
O703923,P1258,Pepper Organic,Vegetable Seeds,1,7.76,7.76
O703924,P1235,Pruner Classic,Garden Tools,1,15.39,15.39
O703924,P1129,Wildflower Organic,Flower Seeds,3,8.12,24.36
O703925,P1012,Cosmos Pro,Flower Seeds,1,4.87,4.87
O703926,P1086,Watering Wand Mix,Garden Tools,2,16.25,32.5
O703927,P1163,Metal Raised Bed Pro,Raised Beds,2,50.86,101.72
O703928,P1164,Cucumber Heirloom,Vegetable Seeds,1,3.88,3.88
O703928,P1073,Bone Meal Heirloom,Soil & Fertilizer,2,14.24,28.48
O703928,P1229,Planter Box Pro,Raised Beds,1,47.0,47.0
O703929,P1295,Grape Mix,Fruit Plants,1,23.49,23.49
O703930,P1177,Climbing Rose Classic,Roses,1,19.08,19.08
O703930,P1221,Compost Booster Organic,Soil & Fertilizer,1,21.32,21.32
O703931,P1154,Pruner Heirloom,Garden Tools,4,34.89,139.56
O703932,P1181,Hybrid Tea Rose Collection,Roses,2,21.47,42.94
O703932,P1215,Cosmos Premium,Flower Seeds,1,2.92,2.92
O703933,P1199,Wildflower Collection,Flower Seeds,1,4.5,4.5
O703933,P1196,Grape Heirloom,Fruit Plants,2,33.86,67.72
O703934,P1137,Coneflower Organic,Perennials,1,20.36,20.36
O703934,P1284,Pruner Classic,Garden Tools,3,21.09,63.27
O703934,P1023,Lavender Mix,Perennials,1,13.52,13.52
O703935,P1210,Zucchini Premium,Vegetable Seeds,2,5.99,11.98
O703935,P1284,Pruner Classic,Garden Tools,1,21.09,21.09
O703935,P1140,Knock Out Rose Starter,Roses,1,24.74,24.74
O703936,P1118,Pruner Starter,Garden Tools,1,19.51,19.51
O703936,P1198,Compost Booster Classic,Soil & Fertilizer,2,26.34,52.68
O703937,P1052,Organic Fertilizer Mix,Soil & Fertilizer,2,7.87,15.74
O703937,P1083,Pruner Starter,Garden Tools,3,16.99,50.97
O703937,P1030,Seed Starter Mix Mix,Soil & Fertilizer,1,9.56,9.56
O703937,P1047,Tomato Feed Premium,Soil & Fertilizer,1,19.0,19.0
O703937,P1236,Hosta Premium,Perennials,2,21.7,43.4
O703938,P1088,Neem Oil Starter,Pest Control,3,14.56,43.68
O703938,P1291,Salvia Organic,Perennials,4,10.86,43.44
O703939,P1278,Grape Mix,Fruit Plants,4,14.64,58.56
O703940,P1036,Bone Meal Premium,Soil & Fertilizer,1,20.51,20.51
O703940,P1191,Strawberry Starter,Fruit Plants,1,16.16,16.16
O703941,P1111,Hosta Premium,Perennials,1,10.11,10.11
O703941,P1212,Organic Fertilizer Starter,Soil & Fertilizer,1,25.01,25.01
O703941,P1017,Japanese Beetle Trap Heirloom,Pest Control,1,11.74,11.74
O703942,P1143,Grape Pro,Fruit Plants,1,20.65,20.65
O703943,P1188,Bone Meal Mix,Soil & Fertilizer,1,8.41,8.41
O703944,P1112,Hosta Organic,Perennials,1,21.57,21.57
O703944,P1125,Deer Repellent Collection,Pest Control,3,13.08,39.24
O703944,P1090,Kale Mix,Vegetable Seeds,1,8.32,8.32
O703945,P1181,Hybrid Tea Rose Collection,Roses,1,21.47,21.47
O703945,P1007,Deer Repellent Classic,Pest Control,1,12.72,12.72
O703945,P1145,Floribunda Rose Organic,Roses,1,25.21,25.21
O703946,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O703946,P1257,Zucchini Mix,Vegetable Seeds,4,4.47,17.88
O703947,P1088,Neem Oil Starter,Pest Control,2,14.56,29.12
O703947,P1261,Organic Fertilizer Premium,Soil & Fertilizer,2,14.12,28.24
O703947,P1101,Climbing Rose Pro,Roses,4,45.51,182.04
O703948,P1039,Pepper Collection,Vegetable Seeds,2,8.86,17.72
O703948,P1118,Pruner Starter,Garden Tools,1,19.51,19.51
O703948,P1283,Blueberry Pro,Fruit Plants,1,22.98,22.98
O703949,P1057,LED Grow Light Starter,Indoor Growing,2,101.72,203.44
O703950,P1116,Sunflower Heirloom,Flower Seeds,1,9.26,9.26
O703951,P1254,Gloves Pro,Garden Tools,2,18.64,37.28
O703952,P1293,Climbing Rose Classic,Roses,1,25.32,25.32
O703952,P1024,Cucumber Heirloom,Vegetable Seeds,1,4.5,4.5
O703953,P1292,Tomato Feed Pro,Soil & Fertilizer,1,29.61,29.61
O703954,P1296,Hosta Premium,Perennials,1,11.21,11.21
O703954,P1020,Grow Bag Classic,Raised Beds,3,45.46,136.38
O703954,P1238,Grape Organic,Fruit Plants,1,16.83,16.83
O703955,P1051,Pruner Organic,Garden Tools,3,10.12,30.36
O703955,P1211,Poppy Mix,Flower Seeds,2,8.99,17.98
O703956,P1226,Poppy Pro,Flower Seeds,1,4.54,4.54
O703956,P1191,Strawberry Starter,Fruit Plants,1,16.16,16.16
O703957,P1156,Tomato Feed Pro,Soil & Fertilizer,1,7.36,7.36
O703958,P1141,Wildflower Collection,Flower Seeds,1,8.29,8.29
O703958,P1186,Pruner Pro,Garden Tools,1,16.82,16.82
O703958,P1158,Compost Booster Classic,Soil & Fertilizer,2,27.84,55.68
O703958,P1023,Lavender Mix,Perennials,1,13.52,13.52
O703959,P1201,LED Grow Light Collection,Indoor Growing,3,49.99,149.97
O703960,P1171,Zucchini Pro,Vegetable Seeds,1,4.32,4.32
O703960,P1013,Raspberry Mix,Fruit Plants,1,15.26,15.26
O703960,P1072,Bone Meal Starter,Soil & Fertilizer,1,21.55,21.55
O703961,P1272,Seed Tray Classic,Garden Tools,1,39.3,39.3
O703961,P1257,Zucchini Mix,Vegetable Seeds,1,4.47,4.47
O703962,P1208,Planter Box Heirloom,Raised Beds,1,176.06,176.06
O703963,P1265,Pruner Collection,Garden Tools,1,36.29,36.29
O703963,P1242,Coneflower Organic,Perennials,4,21.62,86.48
O703964,P1285,Cucumber Starter,Vegetable Seeds,1,3.72,3.72
O703964,P1096,Lavender Classic,Perennials,1,17.84,17.84
O703965,P1011,LED Grow Light Starter,Indoor Growing,2,72.36,144.72
O703965,P1249,Coneflower Organic,Perennials,2,23.77,47.54
O703966,P1010,Bean Premium,Vegetable Seeds,1,4.06,4.06
O703967,P1256,Blackberry Classic,Fruit Plants,1,22.99,22.99
O703968,P1040,Sunflower Starter,Flower Seeds,1,3.57,3.57
O703969,P1149,Hosta Premium,Perennials,3,12.53,37.59
O703970,P1106,Cedar Raised Bed Mix,Raised Beds,1,60.22,60.22
O703971,P1162,Aster Collection,Flower Seeds,3,5.93,17.79
O703971,P1221,Compost Booster Organic,Soil & Fertilizer,4,21.32,85.28
O703972,P1052,Organic Fertilizer Mix,Soil & Fertilizer,1,7.87,7.87
O703972,P1292,Tomato Feed Pro,Soil & Fertilizer,2,29.61,59.22
O703973,P1135,Floribunda Rose Organic,Roses,3,49.16,147.48
O703973,P1114,Grape Pro,Fruit Plants,1,29.91,29.91
O703974,P1006,Seed Tray Starter,Garden Tools,4,34.23,136.92
O703974,P1088,Neem Oil Starter,Pest Control,1,14.56,14.56
O703974,P1135,Floribunda Rose Organic,Roses,1,49.16,49.16
O703975,P1260,Pepper Classic,Vegetable Seeds,2,7.54,15.08
O703976,P1047,Tomato Feed Premium,Soil & Fertilizer,1,19.0,19.0
O703976,P1051,Pruner Organic,Garden Tools,2,10.12,20.24
O703976,P1110,Carrot Pro,Vegetable Seeds,3,5.76,17.28
O703976,P1192,Sunflower Premium,Flower Seeds,2,3.06,6.12
O703977,P1178,Blueberry Premium,Fruit Plants,1,34.39,34.39
O703977,P1126,Compost Booster Pro,Soil & Fertilizer,1,19.48,19.48
O703977,P1294,Metal Raised Bed Classic,Raised Beds,1,161.6,161.6
O703978,P1238,Grape Organic,Fruit Plants,3,16.83,50.49
O703978,P1145,Floribunda Rose Organic,Roses,2,25.21,50.42
O703979,P1260,Pepper Classic,Vegetable Seeds,2,7.54,15.08
O703980,P1292,Tomato Feed Pro,Soil & Fertilizer,2,29.61,59.22
O703980,P1126,Compost Booster Pro,Soil & Fertilizer,3,19.48,58.44
O703981,P1289,Slug Control Heirloom,Pest Control,1,9.86,9.86
O703981,P1072,Bone Meal Starter,Soil & Fertilizer,2,21.55,43.1
O703981,P1122,Floribunda Rose Heirloom,Roses,2,35.52,71.04
O703982,P1005,Slug Control Classic,Pest Control,1,19.44,19.44
O703982,P1201,LED Grow Light Collection,Indoor Growing,1,49.99,49.99
O703982,P1151,Tomato Feed Classic,Soil & Fertilizer,2,13.49,26.98
O703982,P1212,Organic Fertilizer Starter,Soil & Fertilizer,1,25.01,25.01
O703983,P1024,Cucumber Heirloom,Vegetable Seeds,1,4.5,4.5
O703984,P1162,Aster Collection,Flower Seeds,1,5.93,5.93
O703984,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O703984,P1215,Cosmos Premium,Flower Seeds,2,2.92,5.84
O703984,P1148,Cedar Raised Bed Organic,Raised Beds,2,177.39,354.78
O703985,P1276,Grape Organic,Fruit Plants,1,38.2,38.2
O703986,P1110,Carrot Pro,Vegetable Seeds,1,5.76,5.76
O703986,P1133,Zucchini Organic,Vegetable Seeds,3,3.08,9.24
O703986,P1217,Pepper Organic,Vegetable Seeds,2,6.76,13.52
O703986,P1300,Phlox Classic,Perennials,4,22.13,88.52
O703986,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O703987,P1063,Bean Collection,Vegetable Seeds,1,5.55,5.55
O703987,P1199,Wildflower Collection,Flower Seeds,1,4.5,4.5
O703987,P1075,Hosta Pro,Perennials,4,16.44,65.76
O703987,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O703988,P1235,Pruner Classic,Garden Tools,2,15.39,30.78
O703988,P1143,Grape Pro,Fruit Plants,1,20.65,20.65
O703989,P1128,Carrot Starter,Vegetable Seeds,1,8.01,8.01
O703989,P1224,Pepper Premium,Vegetable Seeds,1,8.45,8.45
O703990,P1204,Wildflower Pro,Flower Seeds,1,7.42,7.42
O703990,P1137,Coneflower Organic,Perennials,2,20.36,40.72
O703990,P1221,Compost Booster Organic,Soil & Fertilizer,2,21.32,42.64
O703991,P1054,Zinnia Heirloom,Flower Seeds,1,3.2,3.2
O703992,P1019,Salvia Premium,Perennials,1,15.44,15.44
O703992,P1141,Wildflower Collection,Flower Seeds,1,8.29,8.29
O703993,P1266,Cucumber Classic,Vegetable Seeds,2,4.13,8.26
O703993,P1252,Coneflower Organic,Perennials,2,24.5,49.0
O703994,P1294,Metal Raised Bed Classic,Raised Beds,2,161.6,323.2
O703994,P1238,Grape Organic,Fruit Plants,1,16.83,16.83
O703995,P1105,Pepper Pro,Vegetable Seeds,1,5.74,5.74
O703995,P1044,Tomato Feed Premium,Soil & Fertilizer,2,28.88,57.76
O703995,P1054,Zinnia Heirloom,Flower Seeds,3,3.2,9.6
O703995,P1068,Compost Booster Starter,Soil & Fertilizer,2,26.44,52.88
O703996,P1142,Pepper Classic,Vegetable Seeds,1,5.78,5.78
O703996,P1061,Blueberry Heirloom,Fruit Plants,2,34.06,68.12
O703996,P1133,Zucchini Organic,Vegetable Seeds,3,3.08,9.24
O703996,P1095,Floribunda Rose Organic,Roses,1,46.45,46.45
O703997,P1127,Climbing Rose Mix,Roses,1,44.86,44.86
O703998,P1270,Pruner Pro,Garden Tools,2,27.51,55.02
O703998,P1154,Pruner Heirloom,Garden Tools,3,34.89,104.67
O703998,P1064,Gloves Classic,Garden Tools,1,38.67,38.67
O703999,P1169,Phlox Collection,Perennials,1,21.57,21.57
O703999,P1233,Tomato Feed Classic,Soil & Fertilizer,3,8.39,25.17
O703999,P1289,Slug Control Heirloom,Pest Control,1,9.86,9.86
O704000,P1234,Organic Fertilizer Pro,Soil & Fertilizer,1,19.45,19.45
O704000,P1070,Compost Booster Heirloom,Soil & Fertilizer,2,9.53,19.06
O704001,P1052,Organic Fertilizer Mix,Soil & Fertilizer,1,7.87,7.87
O704002,P1051,Pruner Organic,Garden Tools,1,10.12,10.12
O704002,P1110,Carrot Pro,Vegetable Seeds,1,5.76,5.76
O704003,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O704003,P1060,Watering Wand Classic,Garden Tools,2,27.54,55.08
O704003,P1004,Seed Tray Classic,Garden Tools,1,17.7,17.7
O704003,P1170,Phlox Collection,Perennials,1,22.61,22.61
O704004,P1173,Neem Oil Pro,Pest Control,2,12.1,24.2
O704005,P1222,Neem Oil Heirloom,Pest Control,1,10.41,10.41
O704005,P1189,Bean Mix,Vegetable Seeds,4,8.94,35.76
O704005,P1187,Cedar Raised Bed Premium,Raised Beds,1,172.17,172.17
O704006,P1203,Cedar Raised Bed Mix,Raised Beds,1,193.19,193.19
O704006,P1140,Knock Out Rose Starter,Roses,1,24.74,24.74
O704006,P1243,Coneflower Starter,Perennials,1,19.11,19.11
O704007,P1215,Cosmos Premium,Flower Seeds,2,2.92,5.84
O704008,P1007,Deer Repellent Classic,Pest Control,1,12.72,12.72
O704008,P1237,Bean Organic,Vegetable Seeds,1,8.11,8.11
O704008,P1243,Coneflower Starter,Perennials,1,19.11,19.11
O704008,P1180,Climbing Rose Pro,Roses,1,40.03,40.03
O704009,P1138,Herb Kit Organic,Indoor Growing,1,72.52,72.52
O704009,P1055,Slug Control Collection,Pest Control,1,10.16,10.16
O704009,P1280,Seed Tray Premium,Garden Tools,1,27.36,27.36
O704010,P1126,Compost Booster Pro,Soil & Fertilizer,1,19.48,19.48
O704011,P1098,Aster Mix,Flower Seeds,2,8.98,17.96
O704012,P1278,Grape Mix,Fruit Plants,1,14.64,14.64
O704012,P1042,Floribunda Rose Starter,Roses,1,40.05,40.05
O704012,P1279,Deer Repellent Mix,Pest Control,2,18.85,37.7
O704012,P1150,Bean Organic,Vegetable Seeds,1,8.88,8.88
O704012,P1300,Phlox Classic,Perennials,1,22.13,22.13
O704013,P1198,Compost Booster Classic,Soil & Fertilizer,1,26.34,26.34
O704013,P1076,Carrot Premium,Vegetable Seeds,1,4.41,4.41
O704013,P1081,Climbing Rose Heirloom,Roses,2,37.46,74.92
O704014,P1074,Compost Booster Mix,Soil & Fertilizer,3,29.98,89.94
O704014,P1115,Daylily Starter,Perennials,2,20.37,40.74
O704014,P1141,Wildflower Collection,Flower Seeds,2,8.29,16.58
O704015,P1039,Pepper Collection,Vegetable Seeds,2,8.86,17.72
O704015,P1014,Strawberry Heirloom,Fruit Plants,1,28.11,28.11
O704015,P1135,Floribunda Rose Organic,Roses,2,49.16,98.32
O704016,P1173,Neem Oil Pro,Pest Control,1,12.1,12.1
O704016,P1284,Pruner Classic,Garden Tools,1,21.09,21.09
O704016,P1289,Slug Control Heirloom,Pest Control,2,9.86,19.72
O704017,P1010,Bean Premium,Vegetable Seeds,1,4.06,4.06
O704017,P1112,Hosta Organic,Perennials,1,21.57,21.57
O704018,P1040,Sunflower Starter,Flower Seeds,1,3.57,3.57
O704019,P1052,Organic Fertilizer Mix,Soil & Fertilizer,4,7.87,31.48
O704019,P1144,Wildflower Collection,Flower Seeds,1,9.5,9.5
O704020,P1179,Seed Starter Mix Premium,Soil & Fertilizer,2,19.7,39.4
O704020,P1024,Cucumber Heirloom,Vegetable Seeds,1,4.5,4.5
O704021,P1294,Metal Raised Bed Classic,Raised Beds,1,161.6,161.6
O704021,P1111,Hosta Premium,Perennials,2,10.11,20.22
O704021,P1130,Poppy Premium,Flower Seeds,1,9.43,9.43
O704021,P1242,Coneflower Organic,Perennials,2,21.62,43.24
O704022,P1263,Climbing Rose Premium,Roses,1,42.83,42.83
O704022,P1154,Pruner Heirloom,Garden Tools,1,34.89,34.89
O704023,P1246,Seed Starter Mix Organic,Soil & Fertilizer,1,27.88,27.88
O704023,P1154,Pruner Heirloom,Garden Tools,1,34.89,34.89
O704024,P1224,Pepper Premium,Vegetable Seeds,1,8.45,8.45
O704024,P1003,Marigold Pro,Flower Seeds,2,6.32,12.64
O704025,P1234,Organic Fertilizer Pro,Soil & Fertilizer,2,19.45,38.9
O704025,P1274,Tomato Heirloom,Vegetable Seeds,1,4.55,4.55
O704026,P1216,Cucumber Pro,Vegetable Seeds,4,3.94,15.76
O704027,P1284,Pruner Classic,Garden Tools,1,21.09,21.09
O704027,P1248,Wildflower Starter,Flower Seeds,1,6.39,6.39
O704028,P1089,Sunflower Classic,Flower Seeds,1,7.73,7.73
O704029,P1146,Zinnia Classic,Flower Seeds,1,6.66,6.66
O704029,P1005,Slug Control Classic,Pest Control,1,19.44,19.44
O704029,P1014,Strawberry Heirloom,Fruit Plants,1,28.11,28.11
O704029,P1035,Marigold Starter,Flower Seeds,1,5.69,5.69
O704030,P1255,Watering Wand Mix,Garden Tools,1,36.18,36.18
O704030,P1051,Pruner Organic,Garden Tools,3,10.12,30.36
O704030,P1201,LED Grow Light Collection,Indoor Growing,2,49.99,99.98
O704031,P1006,Seed Tray Starter,Garden Tools,1,34.23,34.23
O704031,P1286,Marigold Mix,Flower Seeds,1,8.87,8.87
O704031,P1292,Tomato Feed Pro,Soil & Fertilizer,1,29.61,29.61
O704032,P1099,Daylily Classic,Perennials,1,21.01,21.01
O704032,P1019,Salvia Premium,Perennials,4,15.44,61.76
O704032,P1231,Seed Tray Organic,Garden Tools,2,9.4,18.8
O704033,P1098,Aster Mix,Flower Seeds,1,8.98,8.98
O704033,P1272,Seed Tray Classic,Garden Tools,3,39.3,117.9
O704033,P1286,Marigold Mix,Flower Seeds,2,8.87,17.74
O704033,P1256,Blackberry Classic,Fruit Plants,1,22.99,22.99
O704034,P1144,Wildflower Collection,Flower Seeds,1,9.5,9.5
O704034,P1174,Compost Booster Collection,Soil & Fertilizer,4,12.63,50.52
O704035,P1175,Watering Wand Pro,Garden Tools,1,17.94,17.94
O704035,P1167,Kale Premium,Vegetable Seeds,1,5.58,5.58
O704035,P1115,Daylily Starter,Perennials,1,20.37,20.37
O704035,P1171,Zucchini Pro,Vegetable Seeds,3,4.32,12.96
O704036,P1126,Compost Booster Pro,Soil & Fertilizer,1,19.48,19.48
O704037,P1157,Cucumber Pro,Vegetable Seeds,1,6.14,6.14
O704038,P1082,Blueberry Heirloom,Fruit Plants,1,20.52,20.52
O704038,P1061,Blueberry Heirloom,Fruit Plants,2,34.06,68.12
O704038,P1049,Poppy Classic,Flower Seeds,2,3.59,7.18
O704038,P1233,Tomato Feed Classic,Soil & Fertilizer,1,8.39,8.39
O704038,P1165,Poppy Mix,Flower Seeds,2,4.45,8.9
O704039,P1256,Blackberry Classic,Fruit Plants,2,22.99,45.98
O704039,P1060,Watering Wand Classic,Garden Tools,1,27.54,27.54
O704039,P1128,Carrot Starter,Vegetable Seeds,1,8.01,8.01
O704039,P1016,Tomato Pro,Vegetable Seeds,2,8.48,16.96
